artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Thomas Eakins,1876,genre painting,4320,3528,2691926,wikiart,Realism,The Courtship,train_and_test,TRUE,49829.jpg
Koloman Moser,1897,genre painting,3276,4632,9934174,wikiart,Realism,Girls in henhouse,train_and_test,TRUE,97649.jpg
Gerrit Dou,1632,portrait,3504,4310,1674978,wikiart,Baroque,Heraklith,train_and_test,TRUE,41316.jpg
Isaac van Ostade,c.1645,genre painting,4240,3559,2743328,wikiart,Baroque,Frozen Ice Landscape with Carriages and Boats,train_and_test,TRUE,44926.jpg
Ferdinand Hodler,1908,sketch and study,4356,3456,6982911,wikiart,Art Nouveau (Modern),Cavalryman striding a horse ,train_and_test,TRUE,65940.jpg
Ferdinand Hodler,1908,genre painting,4824,3120,9426571,wikiart,Art Nouveau (Modern),The German students in the War of Liberation of 1813,train_and_test,TRUE,91301.jpg
Diego Velazquez,1656,portrait,3554,4226,4636139,wikiart,Baroque,Portrait of Philip IV of Spain,train_and_test,TRUE,47592.jpg
Karl Bodmer,1844,genre painting,4562,3288,3213039,wikiart,Romanticism,"Encampment of the Piekann Indians, plate 43 from Volume 2 of 'Travels in the Interior of North America'",train_and_test,TRUE,46316.jpg
Koloman Moser,1909,design,3234,4638,7071763,wikiart,Art Nouveau (Modern),Envelope for the score to the opera Julius Bittner's opera 'The musician',train_and_test,TRUE,51073.jpg
Albert Trachsel,1907,landscape,4500,3330,2808388,wikiart,Symbolism,Paesaggio da sogno,train_only,TRUE,92019.jpg
Paul Signac,c.1922,landscape,4470,3348,8710775,wikiart,Impressionism,The Look at Montauban in rain,train_and_test,TRUE,81912.jpg
Agnolo Bronzino,,portrait,3520,4226,4058333,wikiart,Mannerism (Late Renaissance),Portrait of Cosimo I de' Medici,train_and_test,TRUE,18436.jpg
Ferdinand Hodler,1904,landscape,4686,3168,11165201,wikiart,Art Nouveau (Modern),"Thun, Stockhornkette",train_and_test,TRUE,6977.jpg
Andrea Mantegna,1506,religious painting,3508,4226,6074869,wikiart,High Renaissance,Madonna with St. Mary Magdalene and St. John the Baptist ,train_and_test,TRUE,102671.jpg
August Macke,1912,genre painting,4464,3312,8326649,wikiart,Fauvism,Woman with pitcher under trees,train_and_test,TRUE,35624.jpg
Ferdinand Hodler,c.1913,sketch and study,5154,2868,9691001,wikiart,Art Nouveau (Modern),Thirteen standing draped figures,train_and_test,TRUE,35843.jpg
Koloman Moser,c.1915,mythological painting,4728,3126,10539269,wikiart,Art Nouveau (Modern),Wotan and Brunhilde,train_and_test,TRUE,80947.jpg
Albrecht Durer,1508,religious painting,3036,4858,4787454,wikiart,Northern Renaissance,Agony In The Garden,train_and_test,TRUE,5145.jpg
Ferdinand Hodler,1882,genre painting,3240,4548,9477034,wikiart,Impressionism,Prayer in the Saint Pierre Cathedral in Geneva,train_and_test,TRUE,17146.jpg
Ferdinand Hodler,c.1893,landscape,3258,4518,8939085,wikiart,Post-Impressionism,Landscape with two small trees,train_and_test,TRUE,46012.jpg
Koloman Moser,c.1912,sketch and study,3186,4608,8859700,wikiart,Art Nouveau (Modern),Kolo middle Dolomites,train_and_test,TRUE,55851.jpg
Koloman Moser,1913,landscape,4722,3102,9018058,wikiart,Symbolism,Landscape in Semmering,train_and_test,TRUE,12455.jpg
Thomas Eakins,,portrait,3061,4784,2615324,wikiart,Realism,Portraits ,train_and_test,TRUE,31655.jpg
Ferdinand Hodler,1913,portrait,3156,4638,8453089,wikiart,Art Nouveau (Modern),"Valentine Gode Darel, with disheveled hair",train_and_test,TRUE,65887.jpg
Koloman Moser,c.1913,nude painting (nu),2700,5418,9878376,wikiart,Art Nouveau (Modern),Female Nude with blue cloth,train_and_test,TRUE,74857.jpg
Benjamin West,1776,portrait,4218,3468,4672168,wikiart,Rococo,The Golden Age,train_and_test,TRUE,73147.jpg
Martin Schongauer,c.1480,religious painting,3312,4416,2161673,wikiart,Northern Renaissance,Engraving on copper of a Foolish Virgin,train_and_test,TRUE,7700.jpg
Martin Schongauer,,religious painting,4416,3312,1632852,wikiart,Northern Renaissance,Altarpiece of the Dominicans: The Mystical Hunt,train_and_test,TRUE,30376.jpg
Martin Schongauer,c.1480,religious painting,3312,4416,2057663,wikiart,Northern Renaissance,Engraving on copper of the Annunciation,train_and_test,TRUE,1089.jpg
Karl Bodmer,1844,portrait,4322,3384,3096063,wikiart,Romanticism,"Noapeh, an Assiniboin Indian and Psihdja-Sahpa, a Yanktonan Indian, plate 12 from Volume 2 of 'Travels in the Interior of North America'",train_and_test,TRUE,44054.jpg
Mario Tozzi,1969,portrait,3500,4176,7700863,wikiart,,Stupore Materno,train_and_test,TRUE,73565.jpg
Karl Bodmer,1844,genre painting,3256,4466,3682091,wikiart,Romanticism,"Pehriska-Ruhpa, Minatarre Warrior in the Costume of the Dog Dance, plate 23 from Volume 2 of 'Travels in the Interior of North America'",train_and_test,TRUE,79781.jpg
Eugène Grasset,,self-portrait,3459,4200,4935245,wikiart,Art Nouveau (Modern),Self-portrait,train_and_test,TRUE,53600.jpg
Koloman Moser,1908,design,4728,3060,9354564,wikiart,Art Nouveau (Modern),Design for the anniversary card Korrespodenz (Vienna edition),train_and_test,TRUE,73923.jpg
Francisco Goya,1814,portrait,3406,4226,4770134,wikiart,Romanticism,The Duke of Wellington,train_and_test,TRUE,82310.jpg
Koloman Moser,c.1907,landscape,2658,5412,9936939,wikiart,Post-Impressionism,Landscape in Semmering,train_and_test,TRUE,69300.jpg
Franz Xaver Winterhalter,,portrait,3236,4422,2387318,wikiart,Neo-Rococo,"Portrait of a lady with roses in her hair, (Countess Pushkina)",train_and_test,TRUE,61125.jpg
Lucas Cranach the Elder,1514,religious painting,3252,4398,5491317,wikiart,Northern Renaissance,Madonna,train_and_test,TRUE,97348.jpg
David Wilkie,1821,genre painting,4692,3042,7374950,wikipedia,Romanticism,Reading the Will ,train_and_test,TRUE,39533.jpg
Ferdinand Hodler,1915,landscape,4734,3012,8880219,wikiart,Symbolism,Peaks in the morning,train_and_test,TRUE,34850.jpg
Karl Bodmer,1843,portrait,3392,4194,3882309,wikiart,Romanticism,Mandan indians,train_and_test,TRUE,95359.jpg
Valentin Serov,1887,portrait,3555,4000,7852273,wikiart,Impressionism,Girl with Peaches ,train_and_test,TRUE,5241.jpg
Mario Tozzi,1922,still life,3442,4120,3161693,wikiart,,Natura Morta,train_and_test,TRUE,13203.jpg
Agnolo Bronzino,c.1542,allegorical painting,3349,4226,4636016,wikiart,Mannerism (Late Renaissance),An Allegory with Venus and Cupid,train_and_test,TRUE,62271.jpg
Koloman Moser,1899,poster,3066,4614,8531854,wikiart,Art Nouveau (Modern),Poster of five art exhibition of the Association of Austrian Artists of Secession,train_and_test,TRUE,65103.jpg
Pierre-Paul Prud'hon,1793,portrait,3212,4387,1242179,wikiart,Romanticism,Louis Antoine de Saint Just,train_and_test,TRUE,25503.jpg
Karl Bodmer,1844,portrait,4338,3240,3165793,wikiart,Romanticism,"Chief of the Blood Indians, War Chief of the Piekann Indians and a Koutani Indian, plate 46 from Volume 2 of 'Travels in the Interior of North America'",train_and_test,TRUE,89279.jpg
Guido Reni,1625,religious painting,4075,3449,6139429,wikiart,Baroque,Baby Jesus asleep on the Cross,train_and_test,TRUE,76728.jpg
Pavel Fedotov,1846,genre painting,3509,4000,8840575,wikiart,Realism,The fresh cavalier,train_and_test,TRUE,55948.jpg
Filippo Lippi,1465,religious painting,3088,4545,9160389,wikiart,Early Renaissance,Madonna and Child with two Angels,train_and_test,TRUE,87503.jpg
Ivan Kramskoy,1872,religious painting,4000,3507,8634732,wikiart,Realism,Christ in the Wilderness,train_and_test,TRUE,8362.jpg
Ferdinand Hodler,1893,landscape,4674,3000,9065273,wikiart,Post-Impressionism,Maggia Delta before sunrise,train_and_test,TRUE,12836.jpg
Ferdinand Hodler,1914,landscape,4668,3000,11009422,wikiart,Symbolism,Lake Geneva with six swans,train_and_test,TRUE,60761.jpg
Theophile Steinlen,1896,,3240,4320,1786388,wikiart,,La Francontoise  ,train_and_test,TRUE,95021.jpg
Jean-Leon Gerome,,genre painting,3240,4320,4950225,wikiart,Orientalism,The Guard,train_and_test,TRUE,32721.jpg
Theophile Steinlen,1895,illustration,3240,4320,2782783,wikiart,Realism,L'Internationale  ,train_and_test,TRUE,9348.jpg
Theophile Steinlen,1893,illustration,3240,4320,1644270,wikiart,Art Nouveau (Modern),Les Gavroches  ,train_and_test,TRUE,75013.jpg
Thomas Cole,1829,landscape,4320,3240,4728256,wikiart,Romanticism,The Subsiding of the Waters of the Deluge,train_and_test,TRUE,25251.jpg
Benjamin West,1795,genre painting,4320,3240,4496857,wikiart,Rococo,Woodcutters in Windsor Park,train_and_test,TRUE,29391.jpg
Ferdinand Hodler,c.1882,cityscape,4296,3258,8639906,wikiart,Impressionism,Samoëns,train_and_test,TRUE,8943.jpg
Felix Vallotton ,1902,portrait,4242,3294,6385707,wikiart,Magic Realism,"The Five Painters: Bonnard, Vuillard, Roussel, Cottet and Vallotton",train_and_test,TRUE,80078.jpg
Jean-Honore Fragonard,c.1785,allegorical painting,3399,4110,1985234,wikiart,Rococo,The Fountain of Love,train_only,TRUE,86506.jpg
Leon Bonnat,1894,quadratura,4670,2989,3699864,wikiart,Academicism,Le Triomphe de l'Art ,train_and_test,TRUE,19281.jpg
Agnolo Bronzino,c.1560,portrait,3303,4226,4676687,wikiart,Mannerism (Late Renaissance),Piero de Medici il Gottoso,train_and_test,TRUE,63576.jpg
Katsushika Hokusai,,landscape,4572,3053,5310671,wikipedia,Ukiyo-e,Climbing on Mt. Fuji,train_and_test,TRUE,82905.jpg
Ferdinand Hodler,1908,landscape,4368,3192,10779898,wikiart,Symbolism,Evening mist on Lake Thun,train_and_test,TRUE,9332.jpg
Katsushika Hokusai,,animal painting,3931,3543,11742687,wikiart,Ukiyo-e,"Two mice, one lying on the ground with head resting on forepaws",train_and_test,TRUE,80633.jpg
Rudolf von Alt,1847,cityscape,2880,4818,9442520,wikiart,Romanticism,The St. Stephen's Cathedral in Vienna,train_and_test,TRUE,35557.jpg
Ferdinand Hodler,1878,landscape,4104,3378,8279676,wikiart,Realism,Pastures at the Jonction at Geneva,train_and_test,TRUE,17862.jpg
Thomas Eakins,,portrait,2863,4841,4040248,wikiart,Realism,Portraits ,train_and_test,TRUE,40855.jpg
Mario Tozzi,1966,portrait,3408,4063,3866709,wikiart,,Sguardo Basso,train_and_test,TRUE,82676.jpg
Katsushika Hokusai,,landscape,4525,3060,1829944,wikiart,Ukiyo-e,Mishima pass in Kai province,train_and_test,TRUE,90839.jpg
Koloman Moser,c.1895,religious painting,4746,2916,8396215,wikiart,Symbolism,Pieta,train_and_test,TRUE,34102.jpg
Nicolae Grigorescu,,portrait,2965,4665,3300702,wikiart,Realism,The Blower,train_and_test,TRUE,393.jpg
Katsushika Hokusai,,genre painting,4445,3111,2273563,wikiart,Ukiyo-e,The Fuji seen from the gay quarter in Senju,train_and_test,TRUE,8959.jpg
Alphonse Mucha,1896,poster,2219,6215,4261775,wikiart,Art Nouveau (Modern),The Lady of the Camellias,train_and_test,TRUE,36785.jpg
Katsushika Hokusai,,landscape,4517,3044,2716935,wikiart,Ukiyo-e,Shichiri beach in Sagami province,train_and_test,TRUE,71886.jpg
Joan Miro,1928,interior,3298,4168,3029716,wikiart,Surrealism,Dutch Interior II,train_and_test,TRUE,77236.jpg
Paul Revere,1774,marina,4627,2967,2953411,wikiart,Rococo,View of the Town of Boston ,train_and_test,TRUE,8421.jpg
Dmitry Levitzky,1776,portrait,3236,4242,3844988,wikiart,Rococo,Portrait of E. I. Molchanova,train_and_test,TRUE,19525.jpg
Eugene von Guerard,1858,landscape,4793,2862,3375727,wikiart,Romanticism,Purrumbete from across the lake ,train_only,TRUE,1049.jpg
Dmitry Levitzky,,portrait,3230,4246,2895828,wikiart,Rococo,Count Artemiy Vorontsov,train_and_test,TRUE,13418.jpg
Koloman Moser,1902,design,4716,2904,7951045,wikiart,Art Nouveau (Modern),Draft of furniture decoration for the bedroom of the apartment Eisler Terra Mare,train_and_test,TRUE,29159.jpg
Katsushika Hokusai,,genre painting,4525,3026,1863640,wikiart,Ukiyo-e,Fujimi Fuji view field in the Owari province,train_and_test,TRUE,59682.jpg
Katsushika Hokusai,,landscape,4534,3017,1872542,wikiart,Ukiyo-e,Shimomeguro,train_and_test,TRUE,88250.jpg
Ferdinand Hodler,1915,portrait,2586,5286,8205061,wikiart,Art Nouveau (Modern),Border woman figure in blue Gwand,train_and_test,TRUE,77110.jpg
Henri Rousseau,1910,allegorical painting,4500,3035,3490039,wikiart,Naïve Art (Primitivism),The Dream,train_and_test,TRUE,18147.jpg
Katsushika Hokusai,1831,genre painting,4521,3017,1942944,wikiart,Ukiyo-e,The Fields of Sekiya by the Sumida River,train_and_test,TRUE,65771.jpg
Katsushika Hokusai,,landscape,4545,3000,8537050,wikiart,Ukiyo-e,The lake of Hakone in the Segami province,train_and_test,TRUE,98553.jpg
Anders Zorn,,portrait,3101,4392,2188854,wikiart,Realism,The widow,train_and_test,TRUE,254.jpg
Franz Stuck,c.1897,portrait,3025,4500,1093435,wikiart,Symbolism,S. K. H. Prince Regent Luitpold of Bavaria,train_and_test,TRUE,102442.jpg
Paul Signac,1922,cityscape,4482,3036,7731924,wikiart,Impressionism,Le Havre with rain clouds,train_and_test,TRUE,8250.jpg
Koloman Moser,1914,sketch and study,4692,2898,6815148,wikiart,Art Nouveau (Modern),Figure study to Mermaid,train_and_test,TRUE,55861.jpg
Rudolf von Alt,1843,cityscape,4236,3204,9044942,wikiart,Romanticism,The main square in Bratislava,train_and_test,TRUE,47312.jpg
Katsushika Hokusai,,landscape,4525,2987,2331536,wikiart,Ukiyo-e,The Tea plantation of Katakura in the Suruga province,train_and_test,TRUE,42726.jpg
Katsushika Hokusai,,marina,4527,2984,1924848,wikiart,Ukiyo-e,The Kazusa sea route,train_and_test,TRUE,67649.jpg
Katsushika Hokusai,,landscape,4512,2993,2783623,wikiart,Ukiyo-e,Umegawa in Sagami province,train_and_test,TRUE,100455.jpg
Rudolf von Alt,1841,landscape,4122,3276,6971764,wikiart,Romanticism,View of Ragusa,train_and_test,TRUE,32252.jpg
Ferdinand Hodler,1917,landscape,4092,3300,8128739,wikiart,Symbolism,Landscape at Caux with increasing clouds,train_and_test,TRUE,91753.jpg
Katsushika Hokusai,,genre painting,4486,3007,2350396,wikiart,Ukiyo-e,Senju in the Musachi provimce,train_and_test,TRUE,37568.jpg
Karl Bodmer,1832,portrait,4162,3240,2610544,wikiart,Romanticism,"Woman of the Snake tribe and woman of the Cree tribe, plate 33  from Volume 1 of 'Travels in the Interior of North America'",train_and_test,TRUE,81776.jpg
Ferdinand Hodler,1917,landscape,4092,3294,9971869,wikiart,Post-Impressionism,Lake Geneva from the Caux,train_and_test,TRUE,16347.jpg
Rudolf von Alt,1848,interior,4242,3174,8415204,wikiart,Romanticism,Interior in Palace Windischgratz in the race in Vienna,train_and_test,TRUE,25480.jpg
Rudolf von Alt,1903,cityscape,4242,3174,9360592,wikiart,Romanticism,The iron foundry in Kitschelt Skodagasse in Vienna,train_and_test,TRUE,56338.jpg
500 Rakan temples,,genre painting,4467,3014,2169535,wikipedia,Ukiyo-e,Sazai hall,train_and_test,TRUE,36862.jpg
Ferdinand Hodler,1884,portrait,2964,4536,8758806,wikiart,Impressionism,Seated bearded man,train_and_test,TRUE,99956.jpg
Katsushika Hokusai,1832,landscape,4515,2974,2031925,wikiart,Ukiyo-e,"Shore of Tago Bay, Ejiri at Tokaido",train_and_test,TRUE,8517.jpg
Karl Bodmer,1843,landscape,4090,3280,2973213,wikiart,Romanticism,"A Mandan village, plate 16 from Volume 1 of 'Travels in the Interior of North America'",train_and_test,TRUE,85839.jpg
Katsushika Hokusai,,genre painting,4477,2996,2232931,wikipedia,Ukiyo-e,"Honjo Tatekawa, the timberyard at Honjo",train_and_test,TRUE,76100.jpg
Rudolf von Alt,1844,genre painting,4224,3174,9332308,wikiart,Romanticism,Count Casimir Batthyány in his saloon at Castle Siklós,train_and_test,TRUE,30031.jpg
Katsushika Hokusai,,landscape,4469,2996,5707426,wikiart,Ukiyo-e,The Fuji from Kanaya on the Tokaido,train_and_test,TRUE,19944.jpg
Katsushika Hokusai,,landscape,4508,2970,1923696,wikiart,Ukiyo-e,Enoshima in the Sagami province,train_and_test,TRUE,71417.jpg
Ferdinand Hodler,c.1915,portrait,2514,5304,7948774,wikiart,Art Nouveau (Modern),Standing female figure in a blue dress,train_and_test,TRUE,7060.jpg
Andrea Solario,c.1495,portrait,3155,4226,3436230,wikiart,High Renaissance,Man with a Pink Carnation,train_and_test,TRUE,83008.jpg
Karl Bodmer,1844,genre painting,3986,3344,3224183,wikiart,Romanticism,"Funeral Scaffold of a Sioux Chief near Fort Pierre, plate 11 from Volume 2 of 'Travels in the Interior of North America'",train_and_test,TRUE,28530.jpg
Katsushika Hokusai,,landscape,4472,2976,1977128,wikiart,Ukiyo-e,Bay of Noboto,train_and_test,TRUE,34897.jpg
Sandro Botticelli,1483,religious painting,3144,4226,4274107,wikiart,Early Renaissance,Portrait of a Young Man,train_and_test,TRUE,95210.jpg
Leonardo da Vinci,c.1499,religious painting,3144,4226,6815053,wikiart,High Renaissance,The Virgin and Child with Saint Anne and Saint John the Baptist,train_and_test,TRUE,83076.jpg
Rudolf von Alt,1890,cityscape,3600,3690,8833470,wikiart,Romanticism,View of Klosterneuburg,train_and_test,TRUE,47838.jpg
Koloman Moser,c.1904,design,4368,3036,9184849,wikiart,Art Nouveau (Modern),Flowers,train_and_test,TRUE,42265.jpg
Francois Boucher,c.1750,portrait,3221,4115,4469703,wikiart,Rococo,Marquise de Pompadour,train_only,TRUE,76118.jpg
Rudolf von Alt,1867,cityscape,4230,3132,9216608,wikiart,Romanticism,The courtyard of the Doge's Palace in Venice,train_and_test,TRUE,38694.jpg
Leon Bonnat,1889,portrait,3278,4041,1910217,wikiart,Romanticism,A portrait of a young girl ,train_and_test,TRUE,23382.jpg
Mabuse,1517,religious painting,4400,3008,4307739,wikiart,Northern Renaissance,"The Carondelet Diptych: Jean Carondelet (left panel), Virgin and Child (right panel)",train_only,TRUE,92545.jpg
Katsushika Hokusai,,genre painting,4486,2948,1939052,wikiart,Ukiyo-e,Kajikazawa in Kai Province,train_and_test,TRUE,59679.jpg
Rudolf von Alt,1840,landscape,4056,3258,7063983,wikiart,Romanticism,Lake Traun,train_and_test,TRUE,186.jpg
Theodore Gericault,1824,animal painting,4019,3287,3591444,wikiart,Romanticism,Study of a Dapple Grey,train_and_test,TRUE,40401.jpg
Julian Alden Weir,c.1905,landscape,4127,3195,4284387,wikiart,Tonalism,Upland Pasture,train_and_test,TRUE,72662.jpg
Katsushika Hokusai,,genre painting,4428,2976,2180255,wikiart,Ukiyo-e,Watermill at Onden,train_and_test,TRUE,19346.jpg
Konstantinos Volanakis,,landscape,4504,2924,1844683,wikiart,Realism,Sunset at the seashore,train_and_test,TRUE,57598.jpg
Katsushika Hokusai,,landscape,4448,2959,2129184,wikiart,Ukiyo-e,Fuji seen through the Mannen bridge at Fukagawa,train_and_test,TRUE,92045.jpg
Katsushika Hokusai,,genre painting,4462,2949,2128370,wikiart,Ukiyo-e,Nakahara in the Sagami province,train_and_test,TRUE,9944.jpg
Katsushika Hokusai,,genre painting,4438,2961,4365859,wikiart,Ukiyo-e,Ono Shindon in the Suraga province,train_and_test,TRUE,91676.jpg
Dmitry Levitzky,,portrait,3188,4120,2706855,wikiart,Rococo,Countess Praskovia Vorontsova,train_and_test,TRUE,79242.jpg
Katsushika Hokusai,,genre painting,4457,2946,2034571,wikiart,Ukiyo-e,The Fuji from the mountains of Totomi,train_and_test,TRUE,6362.jpg
Rudolf von Alt,1842,cityscape,4224,3102,7830740,wikiart,Romanticism,The Town Hall in Mödling,train_and_test,TRUE,50103.jpg
Katsushika Hokusai,,landscape,4420,2957,1665729,wikiart,Ukiyo-e,Tama river in the Musashi province,train_and_test,TRUE,7288.jpg
Dmitry Levitzky,1778,portrait,3264,4000,5213238,wikiart,Rococo,Portrait of Maria Dyakova ,train_and_test,TRUE,35239.jpg
